strain_slug,strain_category,strain_popularity
lemon-marmalade,Hybrid,0.0011283972620502619
cannasutra,Indica,0.0010511475717387526
citrix,Hybrid,0.00885888412822345
delahaze,Sativa,0.012522726582997894
white-buffalo,Sativa,0.07535983181638853
gelato,Hybrid,0.8678478512170965
lemon-alien-dawg,Hybrid,0.007868432741729455
day-tripper,Hybrid,0.002400258234679041
super-sweet,Hybrid,0.004284598894777645
cbd-kush,Hybrid,0.006806249499946201
nypd,Sativa,0.002891345551659351
ancient-kush,Indica,0.0004276322142244269
star-master-kush,Indica,0.0019615903504101133
gatekeeper-og,Hybrid,0.0
reclining-buddha,Indica,0.0003807306165352962
peaches-and-cream,Hybrid,0.016892851920620424
bettie-page,Hybrid,0.0011504686021392644
happy-rancher,Hybrid,0.008974758663690716
cornbread,Indica,0.010196959121119238
space-candy,Hybrid,0.016685933107286024
pineapple-punch,Sativa,0.009027178096402095
alien-asshat,Hybrid,0.0013739409205404168
north-indian,Indica,0.0007283542229370885
savants-grail,Hybrid,0.0001517404631118934
zkittlez,Indica,0.4329045055881873
sunshine-4,Hybrid,0.016936994600798432
star-tonic,Hybrid,0.002284383699211777
grape-valley-kush,Indica,0.002750640758591959
clementine,Sativa,0.10144539688407857
frosted-freak,Hybrid,0.002538204110235308
faygo-red-pop,Indica,0.0018650282375207265
katsu-kush,Indica,0.0013380749928957876
haze-mist,Sativa,0.00024554365849015485
tangerine-power,Hybrid,0.006069618524475737
honey-boo-boo,Indica,0.011695051329660295
white-skunk,Hybrid,0.002963077406948609
chemmy-jones,Hybrid,0.0071787033639481215
tommys-home-grown,Hybrid,0.0018650282375207265
og-chem,Hybrid,0.031581328749851714
desert-star,Hybrid,0.0007614612330705924
white-knight,Hybrid,0.0006648991201812057
crunch-berry-kush,Hybrid,0.018733049900541025
cherry-og,Hybrid,0.02665941991000411
wsu,Indica,0.0
nl5-haze-mist,Sativa,0.0008883714385823578
training-day,Indica,0.003078951942415873
sinmint-cookies,Hybrid,0.015496839659991006
cactus-cooler,Hybrid,0.006908329447857839
whitaker-blues,Indica,0.0006676580376923309
skunk-47,Indica,0.0018401979799205985
blueberry-jack,Hybrid,0.003799029412819586
crouching-tiger-hidden-alien,Indica,0.001313244735295659
chocolate-diesel,Sativa,0.021111236795131064
hellfire-og,Hybrid,0.017436358670312117
valley-girl,Hybrid,0.0073028546519487625
blue-power,Indica,0.010075566750629723
double-tangie-banana,Hybrid,0.008439528666532399
double-barrel-og,Hybrid,0.002116089731033132
strawberry-fields,Indica,0.02174578782268989
blackberry-trainwreck,Hybrid,0.0021188486485442574
kona-gold,Sativa,0.003862484515575469
blurple,Hybrid,0.002466472254946049
harmonia,Indica,0.0009242373662269873
pokie,Indica,0.000601444017425323
g13-diesel,Hybrid,0.0005738548423140697
light-of-jah,Sativa,0.002397499317167916
nuken,Indica,0.03493893136089124
american-dream,Hybrid,0.0012056469523617716
tjs-cbd,Hybrid,0.000675934790225707
quin-n-tonic,Indica,0.0006593812851589549
amethyst,Hybrid,0.002452677667390423
rocky-mountain-blueberry,Indica,0.0013877355080960435
sunset-haze,Hybrid,0.0019064120001876066
strawberry-ice,Sativa,0.011272936950458116
la-ultra,Indica,0.004193554616910509
banana-peel,Hybrid,0.0012553074675620273
pineapple-super-silver-haze,Sativa,0.0045080712131787964
alpha-express,Sativa,0.000675934790225707
cookie-wreck,Hybrid,0.010489404377298523
white-slipper,Hybrid,0.000510399739558187
ganesh-berry,Hybrid,0.0001517404631118934
purple-martian-kush,Indica,0.0026871856558360768
michael-phelps-og,Hybrid,0.0017574304545868384
purple-champagne,Sativa,0.0045301425532678
monster-og,Hybrid,0.01351317796949189
cbd-critical-cure,Indica,0.006607607439145177
chems-sister,Sativa,0.009992799225295964
durban-berry,Hybrid,0.0021933394213446413
phishhead-kush,Indica,0.0009297552012492381
dream-beaver,Sativa,0.0019560725153878627
golden-ticket,Hybrid,0.015758936823547908
gobbilygoo,Indica,0.0008111217482708483
bubblicious,Hybrid,0.008461600006621403
dark-side-of-the-moon,Indica,0.0037879937427750853
omega,Hybrid,0.0024940614300573032
purple-cow,Sativa,0.0003476236064017922
poochie-love,Sativa,0.00667106254190106
mandala-1,Hybrid,0.0012249593749396484
fruit-punch,Sativa,0.0645228038326882
northern-wreck,Indica,0.003829377505441965
pie-face-og,Hybrid,0.0160734534198162
hurkle,Hybrid,0.005407478321805656
margaret-cho-g,Hybrid,0.0013242804053401607
flaming-cookies,Indica,0.003611423022063064
bluniverse,Hybrid,0.0030596395198379963
gooberry,Indica,0.012536521170553521
blueberry-dream,Sativa,0.005057095797892739
iced-grapefruit,Hybrid,0.004273563224733144
lemon-pie,Sativa,0.011824720452683185
tangerine-man,Sativa,0.00028692742115703484
3d-cbd,Sativa,0.0029078990567261032
suzy-q,Hybrid,0.005186764920915629
orange-creamsicle,Hybrid,0.07083796601565409
bananas,Hybrid,0.00693040078794684
purple-bush,Indica,0.0013242804053401607
cherry-grapefruit,Hybrid,0.0009159606136936113
night-nurse,Indica,0.010241101801297245
primus,Indica,0.0065662236764782965
sour-lsd,Hybrid,0.001376699838051542
grandpa-larry-og,Indica,0.0045080712131787964
strawberry-amnesia,Sativa,0.01660040666444114
purple-dog-shit,Hybrid,0.005170211415848877
cambodian-haze,Sativa,0.0008966481911157338
bubbas-gift,Indica,0.009567925928582662
early-miss,Hybrid,0.002174026998766764
durga-mata,Indica,0.0057854500208298285
kali-47,Sativa,0.0016525915891640755
afghan-cow,Sativa,0.0032500048281056447
critical-kali-mist,Sativa,0.0031755140553052607
pink-bubba,Indica,0.009170641806980613
chocolate-kush,Indica,0.024548848013993232
crosswalker,Indica,0.00036693602897966947
velvet-bud,Sativa,0.008354002223687514
night-train,Indica,0.001556029476274689
blue-treat,Hybrid,0.001020799479116374
spliffs-strawberry,Sativa,0.0006400688625810778
master-og,Indica,0.011581935711704155
leagle-eagle,Hybrid,0.001384976590584918
magnum,Hybrid,0.005771655433274201
kraken,Indica,0.0038955915257089728
gremlin,Hybrid,0.001252548550050902
x-file,Hybrid,0.0
alf,Hybrid,0.0004248732967133016
locktite,Hybrid,0.009832782009650692
malakoff,Sativa,0.00014898154560076809
harry-potter,Hybrid,0.0038900736906867218
incredible-hulk,Sativa,0.031973095036431504
snow-bud,Hybrid,0.0041907956993993845
mt-rainier,Hybrid,0.0010539064892498779
tree-of-life,Hybrid,0.0028361672014368443
blackberry-x-blueberry,Indica,0.0011173615920057607
luca-brasi-x-sour-diesel,Hybrid,0.0021988572563668924
good-medicine,Hybrid,0.001456708445874177
limon,Sativa,0.003222415652994391
blue-thai,Hybrid,0.002692703490858327
purple-cotton-candy,Indica,0.0029299703968151056
alien-inferno,Hybrid,0.0011918523648061447
qush,Indica,0.0017822607121869664
firewalker-og,Sativa,0.0034762360640179213
island-maui-haze,Sativa,0.0019008941651653558
mt-cook,Indica,0.0007945682432040965
leda-uno,Sativa,0.0004469446368023042
cuvee,Indica,0.007680826350972931
killer-grape,Hybrid,0.002102295143477505
fire-alien-kush,Hybrid,0.004160447606777005
haleighs-hope,Hybrid,0.003125853540105005
mother-tongue,Sativa,0.0016939753518309556
alien-hallucination,Hybrid,0.002400258234679041
grape-inferno,Indica,0.004687400851401944
whiteout,Hybrid,0.0034348523013510413
madcow,Sativa,0.0007200774704037124
west-og,Indica,0.0012166826224062728
locomotion,Indica,0.005810280278429955
jacked-up,Hybrid,0.002491302512546177
blue-sky,Hybrid,0.004910873169803096
nicole-kush,Indica,0.0069524721280358436
buddhas-hand,Hybrid,0.0035452090017960547
doox,Sativa,0.0
rob-ford-kush,Hybrid,0.0009904513864939953
electric-lemon-g,Sativa,0.0026320073056135696
super-chronic,Indica,0.0007945682432040965
dutch-thunder-fuck,Hybrid,0.0009159606136936113
early-skunk,Hybrid,0.0029051401392149773
alchemy,Hybrid,0.0016194845790305716
karma-bitch,Hybrid,0.0014153246832072966
blackberry-diesel,Sativa,0.0029603184894374844
four-star-general,Hybrid,0.0041797600293548825
kuato,Hybrid,0.00022899015342340282
electric-kool-aid,Hybrid,0.007258711971770756
atomical-haze,Sativa,0.0020084919480992443
arcticblue,Hybrid,0.0007587023155594671
blukashima,Hybrid,0.0
the-blintz,Hybrid,0.0
blucifer,Sativa,0.005719236000562819
blue-mountain-fire,Sativa,0.0015587883937858145
ace-killer-og,Indica,0.005876494298696963
supa-don,Sativa,0.0012056469523617716
c3po,Hybrid,0.0009821746339606194
nepalese-jam,Hybrid,0.0006566223676478295
kerala-krush,Sativa,0.000485569481958059
kiwiskunk,Indica,0.003338290188461655
caramella,Indica,0.0004883283994691843
brian-berry-cough,Hybrid,0.004665329511312941
oregon-pinot-noir,Sativa,0.0013160036528067848
boss-hogg,Hybrid,0.004910873169803096
pop-rox,Hybrid,0.01219441539917398
chr-super-og,Indica,0.0031617194677496336
gods-bubba,Indica,0.0020084919480992443
white-smurf,Hybrid,0.001531199218674561
crystalberry,Indica,0.0027120159134362038
in-the-pines,Sativa,0.0048170699744248344
arctic-sun,Hybrid,0.0005628191722695684
titans-haze,Sativa,0.0011890934472950196
alaska-thunder-grape,Hybrid,0.0009380319537826136
sputnik,Sativa,0.0011394329320947633
mai-tai-cookies,Hybrid,0.01639072893359561
go-time,Hybrid,0.001655350506675201
purple-tangie,Sativa,0.009040972683957722
p-51,Indica,0.0009242373662269873
kc-36,Indica,0.0012497896325397767
northern-lights-5-x-haze,Sativa,0.010439743862098269
jungle-juice,Hybrid,0.015543741257680137
black-lime-special-reserve,Indica,0.017463947845423367
mossad,Indica,0.0
goat,Hybrid,0.0030541216848157453
jamba-juice,Hybrid,0.000609720769958699
loyality,Hybrid,0.0003807306165352962
chronic-thunder,Indica,0.006337233523054894
venus-og,Hybrid,0.0013160036528067848
purple-bud,Indica,0.005236425436115886
sweet-jane,Sativa,0.0019008941651653558
purple-goat,Hybrid,0.0010649421592943793
moondance,Sativa,0.0004772927294246829
the-doctor,Indica,0.007239399549192878
purple-headband,Hybrid,0.007443559445016153
purple-widow,Hybrid,0.008033967792396977
snow-ryder,Indica,0.0013325571578735368
shark-attack,Indica,0.001244271797517526
medicine-woman,Hybrid,0.0019064120001876066
salmon-river-og,Indica,0.007978789442174469
dutchberry,Hybrid,0.0035148609091736767
alien-abduction,Hybrid,0.00148429762098543
snow-mountain,Indica,0.0033520847760172817
snow-leopard,Indica,0.00341829879628429
madman-og,Hybrid,0.006235153575143257
24k-gold,Hybrid,0.06326197853010393
azure-haze,Hybrid,0.0030596395198379963
electric-black-mamba,Indica,0.0005269532446249388
vanilluna,Hybrid,0.00020691881333440013
black-cherry-cheesecake,Hybrid,0.010528029222454278
panda-og,Hybrid,0.003765922402686082
blaze,Sativa,0.002659596480724823
hurricane,Sativa,0.010732189118277552
travel-joint,Hybrid,0.00040556087413542416
gutbuster,Indica,0.0014125657656961716
colorado-clementines,Indica,0.0010814956643611312
cookies-and-dream,Hybrid,0.0056668165678514385
biker-leblanc,Hybrid,0.00014898154560076809
sour-ape,Indica,0.00111184375698351
sister-glue,Hybrid,0.012106130038817971
pineapple-og,Sativa,0.02044081983992761
clockwork-orange,Hybrid,0.0010539064892498779
ether,Indica,0.0131876257031791
hemlock,Hybrid,0.004720507861535448
chemdawg-4-x-alien-og-kush,Hybrid,0.0003172755137794135
trix,Sativa,0.0061854930599430005
raw-diesel,Hybrid,0.0017712250421424648
kelly-hill-gold,Indica,0.0007973271607152217
super-sour-og,Hybrid,0.009140293714358236
new-glue,Hybrid,0.024212260077635942
supergirl,Indica,0.0007145596353814617
afcrack,Hybrid,0.00119461128231727
blueberry-ak,Hybrid,0.006477938316122286
sweet-dreams,Hybrid,0.005625432805184558
purple-aurora,Hybrid,0.0011587453546726407
strawberry-durban-diesel,Sativa,0.001037352984183126
purple-bubba,Indica,0.01979247422481315
cloud-9,Hybrid,0.006475179398611161
white-dream,Hybrid,0.003197585395394263
area-51,Hybrid,0.007181462281459247
sour-sunset,Hybrid,0.006334474605543768
tesla,Hybrid,0.0016746629292530785
rip-city-purps,Indica,0.0004248732967133016
yeti-og,Indica,0.011797131277571931
purple-hindu-kush,Indica,0.025754494966355
sour-headband,Hybrid,0.005997886669186478
deep-sleep,Indica,0.008823018200578821
ig-kush,Hybrid,0.0014622262808964275
az-super-sour-og,Hybrid,0.0012111647873840222
citrus-sap,Hybrid,0.024772320332394383
skins-skunk,Hybrid,0.0002041598958232748
kid-n-cookies,Hybrid,0.001103567004450134
mt-hood-magic,Hybrid,0.0050902028080262425
tigermelon,Indica,0.0005931672648919469
logic-diesel,Hybrid,0.0
haze-berry,Sativa,0.009818987422095068
blackberry-pie,Hybrid,0.0018429568974317237
butter-og,Indica,0.013943569101227444
khufu,Indica,0.0
mammoth,Hybrid,0.0018512336499651
merlot-og,Indica,0.008582992377110917
og-skunk,Hybrid,0.011217758600235609
blueberry-blast,Sativa,0.008635411809822299
818-og,Indica,0.004615668996112685
purple-panty-dropper,Indica,0.027042909444050533
highwayman,Hybrid,0.004414268017800536
rare-dankness-1,Indica,0.009656211288938671
panama-punch,Sativa,0.003321736683394903
pagoda,Sativa,0.0009242373662269873
sour-banana-sherbet,Hybrid,0.03449198672408894
full-moon,Sativa,0.010221789378719363
blackberry-cream,Indica,0.010036941905473969
the-ox,Indica,0.003103782200016002
bubba-x-skunk,Hybrid,0.0012222004574285233
urkle-train-haze,Hybrid,0.0016029310739638196
ice-wreck,Hybrid,0.0073221670745266376
king-cake,Hybrid,0.007564951815505667
snowland,Hybrid,0.009813469587072816
purple-power,Sativa,0.0067317587271458175
sour-dubble,Hybrid,0.019293110155299463
memory-loss,Sativa,0.016716281199908402
alien-stardawg,Sativa,0.0019588314328989878
silver-train,Sativa,0.0017767428771647156
ocas-cloud-9,Hybrid,0.0005159175745804377
hoodwreck,Sativa,0.0003310701013350401
sweet-black-angel,Indica,0.0034127809612620394
alien-technology,Indica,0.009032695931424346
big-skunk-korean,Hybrid,0.0007945682432040965
hashbar-og,Indica,0.007054552075947481
green-avenger,Hybrid,0.001663627259208577
moose-and-lobsta,Sativa,0.006483456151144536
grimmdica,Indica,0.0019174476702321077
higher-power,Sativa,0.0008773357685378565
shark-bite,Hybrid,0.0065717415115005475
red-widow,Hybrid,0.0005904083473808215
5th-element,Indica,0.005186764920915629
strawberry-milkshake,Hybrid,0.00412182276162125
durban-cookies,Sativa,0.007407693517371523
the-ooze,Indica,0.0007228363879148378
cookie-jar,Hybrid,0.0021878215863223908
critters-cookies,Hybrid,0.00029796309120153617
slimer-og,Hybrid,0.012914492869577692
white-gorilla,Hybrid,0.016644549344619144
chem-jong-ill,Hybrid,0.00018484747324539743
flo-limone,Sativa,0.0025961413779689397
afternoon-delight,Hybrid,0.011446748753659015
slazerbeam,Sativa,0.0039176628657979756
bootlegger,Hybrid,0.0017243234444533342
big-holy-nina,Hybrid,0.0
blueberry-muffins,Hybrid,0.10266759734150707
blue-kiss,Hybrid,0.0005048819045359364
sour-bubba,Indica,0.005250220023671513
blob-og,Hybrid,0.00020140097831214943
mendo-breath,Indica,0.2263084856025889
silverfalls-kush,Hybrid,0.0
silverhawks-og,Sativa,0.0021105718960108813
humboldt-headband,Indica,0.0020885005559218785
golden-panda,Hybrid,0.0011504686021392644
humboldt-dream,Indica,0.0034127809612620394
diamond-valley-kush,Hybrid,0.0009656211288938672
le-silver-royale,Hybrid,0.0
oteils-egyptian-kush,Hybrid,0.0006207564400032003
kaptns-grand-dream,Hybrid,0.0
kiss,Hybrid,0.0009297552012492381
clementine-kush,Hybrid,0.003906627195753474
rubicon,Hybrid,0.0008994071086268592
doobiebird-daydream,Hybrid,0.0015449938062301876
chupacabra,Hybrid,0.002438883079834796
gupta-kush,Hybrid,0.000962862211382742
hibiscus-sunrise,Hybrid,0.009294793094981251
iron-triangle,Hybrid,0.0034541647239289194
sumo-grande,Sativa,0.002317490709345281
jelly-roll,Indica,0.00490259641726972
hercules,Hybrid,0.004085956833976621
pink-sunset,Indica,0.0036224586921075647
krishna-kush,Indica,0.002339562049434284
thai-girl,Hybrid,0.0005793726773363204
sunburn,Sativa,0.006224117905098756
grilled-cheese,Hybrid,0.0008938892736046086
aloha-limone,Hybrid,0.002287142616722902
mekamika-haze,Sativa,0.0003310701013350401
rebel-god-smoke,Sativa,0.0010539064892498779
ghost-ship,Indica,0.002364392307034412
magnum-pi,Sativa,0.002551998697790934
dizzy-og,Hybrid,0.0026320073056135696
sapphire-scout,Hybrid,0.0025851057079244386
franks-gift,Hybrid,0.0035203787441959273
bob-saget,Sativa,0.0067207230571013155
don-shula,Hybrid,0.0017077699393865822
blue-nina,Hybrid,0.0018650282375207265
goji-diesel,Hybrid,0.0
walker-kush,Hybrid,0.004712231109002072
dawgfather-og,Hybrid,0.0013491106629402888
ridge-berry,Sativa,0.0
apple-kush,Hybrid,0.019064120001876062
fruit-loops,Hybrid,0.025657932853465616
secret-garden-og,Indica,0.0010152816440941233
pink-champagne,Indica,0.02651043836440334
moonwalker-kush,Hybrid,0.0034872717340624234
huckleberry-hound,Hybrid,0.0
bloodhound,Hybrid,0.0007311131404482137
bloos-kloos,Indica,0.0009932103040051208
purple-people-eater,Indica,0.001583618651385942
trash,Hybrid,0.0016801807642753287
cello-sweet-og,Hybrid,0.0010152816440941233
diamond-socks,Hybrid,0.00032003443129053884
p-91,Hybrid,0.00480879322189146
guard-dawg,Indica,0.0015532705587635635
cherry-sherbet,Hybrid,0.0035396911667738046
easy-bud,Hybrid,0.0007807736556484698
frisian-duck,Hybrid,0.004599115491045933
dj-smoke,Hybrid,0.0008525055109377285
darkside-og,Indica,0.005195041673449006
blue-galaxy,Hybrid,0.0015118867960966836
dr-feelgood,Hybrid,0.0019202065877432328
fat-nelson,Hybrid,0.0021712680812556386
la-sunshine,Hybrid,0.005917878061363843
blue-cinex,Hybrid,0.00098769246898287
ghost-og-moonshine,Indica,0.0010787367468500062
gupta-haze,Hybrid,0.00014898154560076809
wedding-cake,Hybrid,0.923773868085118
big-band,Hybrid,0.00039176628657979753
lucy,Hybrid,0.008483671346710405
martian-candy,Hybrid,0.007479425372660783
extreme-og,Indica,0.0061551449673206225
ape-shit,Hybrid,0.002883068799125975
purple-cheddar,Indica,0.0018401979799205985
deadwood,Indica,0.0
devils-tit,Sativa,0.0032775940032168977
skunkberry,Hybrid,0.013935292348694069
green-love-potion,Indica,0.005112274148115246
acid,Hybrid,0.003597628434507437
allkush,Indica,0.0005683370072918191
dutch-kush,Indica,0.0015808597338748168
lucid-bolt,Indica,0.0005159175745804377
cherries-jubilee,Indica,0.0009435497888048644
opium,Hybrid,0.004414268017800536
spoetnik-1,Indica,0.00019864206080102406
webster,Sativa,0.00032003443129053884
afpak,Hybrid,0.001106325921961259
jazz,Hybrid,0.006850392180124207
chloe,Hybrid,0.0007559433980483418
sasquatch-sap,Hybrid,0.0018429568974317237
illuminati-og,Indica,0.0040500909063319905
anonymous-og,Indica,0.000626274275025451
strawberry-og,Hybrid,0.014721583839364788
project-blue-book,Hybrid,0.0018512336499651
agent-tangie,Hybrid,0.0004469446368023042
larry-bird-kush,Hybrid,0.03598456109760774
shiskaquine,Hybrid,0.0
blueberry-og,Hybrid,0.02104778169237518
c3,Hybrid,0.0007945682432040965
little-dragon,Hybrid,0.0009573443763604912
legendary-lemon,Sativa,0.0007311131404482137
four-cups,Hybrid,0.00018484747324539743
cheeseburger,Hybrid,0.0011477096846281393
blue-zombie,Indica,0.0028637563765480977
blackberry-bubble,Indica,0.0009766567989383686
bubbas-bitch,Indica,0.0011256383445391368
cherry-pie-kush,Hybrid,0.00382661858793084
frida,Indica,0.0006069618524475736
do-si-dos,Indica,0.3898102140644097
pink-cookies,Hybrid,0.035592794811027936
blueberry-pancakes,Hybrid,0.00864092964484455
sour-cookies,Hybrid,0.02747605949329721
cookie-dough,Hybrid,0.03555968780089444
afghan-widow,Hybrid,0.001045629736716502
alien-bubba,Indica,0.008387109233821018
white-empress,Indica,0.0005269532446249388
white-strawberry,Hybrid,0.0021933394213446413
lem-chem,Hybrid,0.006461384811055534
glue-tech,Hybrid,0.00243612416232367
el-chapo-og,Indica,0.023541843122432484
hawaiian-sunrise,Hybrid,0.0006621402026700802
zoom-pie,Indica,0.0023312852969009077
guptilla,Hybrid,0.0039176628657979756
robert-plant,Sativa,0.0005021229870248111
crown-royale,Indica,0.009658970206449798
blackberry-chem-og,Hybrid,0.0006042029349364482
chiquita-banana,Hybrid,0.016445907283818118
narnia,Sativa,0.005035024457803736
cherry-cookies,Hybrid,0.024212260077635942
strawberry-mango-haze,Sativa,0.0016084489089860704
terminator-og,Indica,0.0019146887527209824
the-brotherhood,Hybrid,0.0005628191722695684
six-shooter,Hybrid,0.002201616173878017
sugar-pine,Hybrid,0.003067916272371373
maui-citrus-punch,Sativa,0.0008856125210712324
legalized-og,Hybrid,0.0002427847409790295
lemon-og-haze,Hybrid,0.009948656545117958
queens-panties,Hybrid,0.0003421057713795415
gorilla-biscuit,Indica,0.005741307340651822
apple-jack,Hybrid,0.04428062605356162
walter-white,Hybrid,0.009385837372848387
georgia-pine,Hybrid,0.010522511387432027
tina-danza,Hybrid,0.0014677441159186779
tuna-kush,Indica,0.019375877680633227
emperor-cookie-dough,Hybrid,0.00255475761530206
kush-rise,Hybrid,0.0006897293777813338
magic-jordan,Hybrid,0.0022705891116561504
misty-morning,Hybrid,0.0
silver-back,Hybrid,0.002231964266500396
silver-nina,Hybrid,0.0006290331925365764
silver-cindy,Hybrid,0.00028692742115703484
smooth-operator,Hybrid,0.0001572582981341441
star-47,Hybrid,0.0004414268017800536
sweet-nina,Hybrid,0.0
tangerine-sunrise,Sativa,0.0021574734937000123
thelonious-skunk,Hybrid,0.002391981482145665
nina-limone,Sativa,0.002816854778858967
sun-ra,Sativa,0.0009932103040051208
sweet-dream,Hybrid,0.0010125227265829976
als-dream,Hybrid,0.0
tangelo,Hybrid,0.004659811676290691
gorkle,Sativa,0.0
tahoe-hydro-og,Hybrid,0.004025260648731864
tahoe-hydro-champagne,Hybrid,0.00032555226631278953
white-durban,Sativa,0.004866730489625091
blue-jay-way,Hybrid,0.0004993640695136857
biochem,Indica,0.013444205031713756
white-cookies,Hybrid,0.03366982930577358
sour-joker,Sativa,0.013811141060693428
kalalau-kush,Hybrid,0.0006152386049809497
molokai-frost,Indica,0.0007200774704037124
x-wing,Indica,0.0005131586570693123
puna-buddaz,Indica,0.0012249593749396484
molokai-purpz,Indica,0.0004193554616910509
kauai-electric,Sativa,0.0007531844805372164
fat-axl,Hybrid,0.0
stardawg-guava,Sativa,0.016448666201329246
old-mother-sativa,Sativa,0.001087013499383382
pink-lemonade,Hybrid,0.049092178192964214
98-white-widow,Hybrid,0.0011421918496058885
gandalf-og,Indica,0.001409806848185046
hawaii-78,Sativa,0.0004193554616910509
alenuihaha,Hybrid,0.0005490245847139416
the-blood,Sativa,0.004921908839847598
space-cream,Hybrid,0.0030955054474826253
longbottom-leaf,Hybrid,0.003368638281084034
ginger-punch,Hybrid,0.00041107870915767485
aspen-og,Hybrid,0.0018181266398315961
old-toby,Hybrid,0.002367151224545537
white-sangria,Hybrid,0.0026844267383249513
blueberry-pie,Hybrid,0.018639246705162763
r-4,Hybrid,0.001754671537075713
mothers-milk,Hybrid,0.01785847304951429
batman-og,Indica,0.005824074865985582
batgirl,Hybrid,0.0
riddler-og,Hybrid,0.002913416891748354
pink-berry,Indica,0.0032334513230388925
patti-cake,Hybrid,0.0008469876759154778
citrus-punch,Sativa,0.008056039132485978
tango-kush,Hybrid,0.0024085349872124172
confidential-wreck,Hybrid,0.0006704169552034562
west-coast-dawg,Indica,0.00111184375698351
afkansastan,Indica,0.0001738118032008961
grape-cookies,Indica,0.010925313344056326
bubba-doja,Indica,0.0007311131404482137
lemon-larry-lavender,Hybrid,0.0009269962837381127
super-g,Sativa,0.002325767461878657
appalachian-power,Sativa,0.0
himalayan-blackberry,Indica,0.003349325858506157
flo-walker,Hybrid,0.0001876063907565228
sonic-screwdriver,Sativa,0.004408750182778285
chem-dog,Indica,0.00844504650155465
golden-gage,Hybrid,0.001031835149160875
mean-misty,Hybrid,0.0
future,Hybrid,0.009667246958983172
yodas-brain,Indica,0.001556029476274689
lemonder,Hybrid,0.0010483886542276273
blue-wonder,Hybrid,0.0031699962202830093
jahwaiian,Sativa,0.0007559433980483418
ninja-fruit,Hybrid,0.009200989899602992
ultra-banana,Indica,0.0007200774704037124
cali-jack,Hybrid,0.0010511475717387526
grape-calyx,Hybrid,0.00025657932853465613
wmd,Indica,0.0005159175745804377
blue-ox,Indica,0.0015367170536968115
b-witched,Hybrid,0.0012166826224062728
sequoia-strawberry,Sativa,0.005360576724116526
alien-rift,Indica,0.00778290629888457
vader-og,Indica,0.00617997522492075
jack-smack,Sativa,0.0015643062288080648
jawa-pie,Indica,0.00358383384695181
the-wife,Hybrid,0.0060723774419868615
chocolate-hashberry,Hybrid,0.016164497697683338
casper-og,Indica,0.006039270431853358
gummy-bears,Hybrid,0.027580898358719973
fat-purple,Indica,0.00127737880765103
dolla-sign-og-kush,Indica,0.00036417711146854417
sirius-black,Indica,0.007509773465283163
angel-og,Indica,0.007313890321993263
white-bastard,Indica,0.0
pineapple-fields,Sativa,0.0051371044057153745
ultra-sour,Sativa,0.016931476765776183
dark-blue-dream,Hybrid,0.0010649421592943793
fruity-widow,Hybrid,0.0007614612330705924
purple-pinecone,Indica,0.0010649421592943793
enemy-of-the-state,Indica,0.005087443890515118
elephant,Sativa,0.0098879603598732
jacks-dream,Hybrid,0.002160232411211137
black-magic-kush,Indica,0.005010194200203608
hades-haze,Indica,0.0
ginger-ale,Hybrid,0.001925724422765484
bango,Hybrid,0.0008994071086268592
grape-drink,Indica,0.0019229655052543585
concord-grape-blockhead,Hybrid,0.0004386678842689282
monolith,Indica,0.00035314144142404284
purple-tears,Hybrid,0.0004524624718245549
orange-durban,Sativa,0.002176785916277889
hoarfrost,Hybrid,0.0
kool-aid-smile,Indica,0.0031286124576161297
g-force,Indica,0.002038840040721623
versace,Hybrid,0.005975815329097476
big-mac,Indica,0.004753614871668952
magic-beans-og,Indica,0.0004772927294246829
nightmare-cookies,Hybrid,0.012012326843439707
thunderstruck,Sativa,0.0018236444748538465
harley-twin,Sativa,0.0
dragon-og,Hybrid,0.009220302322180868
swiss-tsunami,Sativa,0.0007393898929815897
cherry-sauce,Hybrid,0.00039176628657979753
cherry-cream-pie,Hybrid,0.006160662802342873
sweet-baby-jane,Indica,0.0007311131404482137
harley-storm,Sativa,0.0008442287584043526
northern-cross,Hybrid,0.0
pine-cone,Hybrid,0.0009987281390273714
chunky-diesel,Hybrid,0.008469876759154778
sojay-haze,Sativa,0.01187438096788344
tangie-dream,Hybrid,0.0040307784837541145
tropic-thunder,Hybrid,0.01454777203616389
spyder-mon,Hybrid,0.0004083197916465496
cherry-thunder-fuck,Hybrid,0.00296859524197086
captain-america-og,Hybrid,0.010814956643611312
thunderbird-rose,Sativa,0.0014373960232962994
white-99,Hybrid,0.05228976358835847
jesses-girl,Indica,0.000675934790225707
rebel-berry-og,Hybrid,0.0010897724168945073
orange-blossom,Hybrid,0.009418944382981893
pacific-blue,Indica,0.0030210146746822413
euphoria-cookies,Hybrid,0.006411724295855278
pakistan-valley-kush,Indica,0.005145381158248749
bianca,Hybrid,0.0009545854588493658
lime-skunk,Sativa,0.015574089350302515
appleberry,Indica,0.002052634628277249
peles-fire-og,Hybrid,0.0013491106629402888
white-caramel-cookies,Indica,0.001227718292450774
romulan-haze,Hybrid,0.0005407478321805656
tangier-chilly,Hybrid,0.0005490245847139416
gorilla-cookies,Hybrid,0.11325908166671725
strawberry-frost,Indica,0.0009932103040051208
california-hash-plant,Indica,0.0010042459740496222
true-x,Indica,0.00014898154560076809
