strain_slug,strain_category,strain_popularity
rene,Hybrid,0.001178057777250518
dogwalker-og,Hybrid,0.04741199742868888
aurora-indica,Indica,0.013634570339981405
brains-damage,Indica,0.0027396050885474576
super-snow-dog,Sativa,0.007661513928395054
plushberry,Indica,0.014109104151894963
orange-haze,Hybrid,0.011808166947616432
tres-dawg,Hybrid,0.012053710606106587
lapd,Hybrid,0.0005710959248029443
white-lightning,Hybrid,0.012255111584418738
candy-cane,Indica,0.009990040307784838
orange-skunk,Hybrid,0.004610151161090434
stardawg,Hybrid,0.250192434496401
cactus,Indica,0.009452051393115396
shangri-la,Hybrid,0.006988338055680474
elderberry-kush,Hybrid,0.000609720769958699
fruit-spirit,Hybrid,0.003056880602326871
shiatsu-kush,Hybrid,0.0030927465299715
y-griega,Sativa,0.009355489280226009
master-skunk,Hybrid,0.0009932103040051208
abusive-og,Indica,0.009645175618894173
bay-11,Sativa,0.013297982403624115
harmony,Hybrid,0.002485784677523927
royal-dwarf,Hybrid,0.0018981352476542305
devil-fruit,Indica,0.0070600699109697315
dieseltonic,Hybrid,0.0006373099450699524
sunset-sherbert,Hybrid,0.4734937000118634
negra-44,Indica,0.000971138963916118
purple-jack,Hybrid,0.0050598547154038645
earth-og,Hybrid,0.0036693602897966953
double-dream,Hybrid,0.029719059429842112
enigma,Indica,0.0018319212273872226
juliet,Hybrid,0.0007311131404482137
white-fire-alien-og,Hybrid,0.008218815265642372
ghost-train-haze,Sativa,0.14098068481850462
cookies-and-cream,Hybrid,0.18902723327475232
south-central-la,Indica,0.00016829396817864543
chem-crush,Hybrid,0.0008442287584043526
twista,Sativa,0.00039176628657979753
colorado-chem,Hybrid,0.005882012133719214
denver-maple,Indica,0.0006317921100477018
sour-lemon-og,Hybrid,0.011730917257304923
sour-jilly,Hybrid,0.0013877355080960435
blueberry-waltz,Indica,0.0
white-og,Indica,0.01468020007669791
willy-wonka,Sativa,0.01363181142247028
hells-og,Hybrid,0.02444952698359272
smelliot,Hybrid,0.0
lemon-walker-og,Hybrid,0.003879038020642221
orange-diesel,Hybrid,0.012842761014288434
303-og,Indica,0.002753399676103084
k1,Hybrid,0.0014153246832072966
8-ball-kush,Indica,0.010307315821564252
dream-star,Hybrid,0.0038376542579753405
ancient-og,Indica,0.0044887587906009205
mothers-finest,Sativa,0.002847202871481345
sunshine-daydream,Indica,0.013885631833493813
appalachia,Hybrid,0.00684211542759083
lucky-charms,Hybrid,0.04274390899986481
jack-wreck,Sativa,0.0018760639075652281
jedi-kush,Indica,0.018076427532893197
pineapple-chunk,Hybrid,0.0375047246462378
red-cherry-berry,Hybrid,0.0059233958963860935
royal-kush,Hybrid,0.02007112489343681
critical-haze,Hybrid,0.01636589867599549
the-truth,Hybrid,0.003763163485174957
sour-tangie,Sativa,0.09273549430145588
3x-crazy,Indica,0.023770833275855885
saturn-og,Hybrid,0.004422544770333912
jack-skellington,Sativa,0.0033741561161062844
mob-boss,Hybrid,0.026615277229826102
timewreck,Sativa,0.006069618524475737
mothers-helper,Hybrid,0.0034817538990401732
somango,Indica,0.016029310739638196
kandahar,Indica,0.0008083628307597231
kushadelic,Indica,0.0019450368453433609
the-third-dimension,Hybrid,0.008770598767867439
dr-who,Hybrid,0.019800750977346532
nevils-wreck,Sativa,0.004199072451932759
kaia-kush,Hybrid,0.0013325571578735368
afghan-haze,Hybrid,0.0028582385415258467
bay-dream,Sativa,0.004717748944024323
phantom-og,Indica,0.02008767839850356
tora-bora,Indica,0.005633709557717934
dream-berry,Indica,0.0036307354446409408
harle-tsu,Hybrid,0.025644138265909992
alaskan-ice,Sativa,0.005145381158248749
china-yunnan,Indica,0.0017905374647203425
zen,Hybrid,0.003627976527129815
green-poison,Indica,0.020253213449171085
big-bang,Indica,0.007774629546351193
frisian-dew,Hybrid,0.004546696058334553
jamaican-lion,Sativa,0.001729841279475585
purple-gorilla,Hybrid,0.03519275177191477
hell-raiser-og,Hybrid,0.0017932963822314676
berry-bomb,Hybrid,0.004806034304380332
blackberry-rhino,Indica,0.0021712680812556386
cream-caramel,Indica,0.02048220360259449
outlaw,Sativa,0.009052008354002224
phantom-cookies,Hybrid,0.021356780453621216
copper-kush,Indica,0.0007697379856039684
opal-og-kush,Indica,0.0014346371057851741
sweet-lafayette,Indica,0.0003807306165352962
ogs-pearl,Indica,0.0008552644284488538
space-needle,Sativa,0.0009904513864939953
goo,Indica,0.012790341581577052
golden-pineapple,Hybrid,0.03055501143571308
seattle-cough,Sativa,0.0033024242608170264
rocky-mountain-high,Hybrid,0.0039893947210872345
critical-kush,Indica,0.10505681990614164
white-dragon,Indica,0.001169781024717142
blackberry-lime-haze,Sativa,0.0009269962837381127
critical-jack,Hybrid,0.01355456173215877
hollywood-og,Hybrid,0.003600387352018562
jamaican-dream,Sativa,0.008519537274355034
cheesewreck,Hybrid,0.0043452950800224035
colombian-gold,Sativa,0.034089184767464635
kali-china,Indica,0.001037352984183126
og-cheese,Hybrid,0.008784393355423066
schrom,Sativa,0.0022209285964558947
grape-ox,Indica,0.001103567004450134
catfish,Sativa,0.005294362703849517
melon-gum,Hybrid,0.014771244354565043
khalifa-kush,Hybrid,0.10180405616052486
middlefork,Hybrid,0.0029272114793039805
sweet-cheese,Sativa,0.006632437696745304
aceh,Sativa,0.0017739839596535906
godzilla,Indica,0.006839356510079706
omega-dawg,Hybrid,0.0008387109233821018
punky-lion,Indica,0.0029023812217038518
stella-blue,Sativa,0.001376699838051542
swazi-gold,Sativa,0.0064531080585221575
blue-nightmare,Hybrid,0.0028444439539702204
middlefork-x-pineapple-express,Sativa,0.0005793726773363204
ripped-bubba,Hybrid,0.0016332791665861982
snoop-dogg-og,Indica,0.025975208367245033
u2-kush,Indica,0.0006511045326255791
old-school-og,Hybrid,0.002174026998766764
sugar-cookie,Hybrid,0.043154987709022485
pez,Indica,0.003760404567663832
purple-elephant,Indica,0.005037783375314861
cookie-monster,Indica,0.02259553441611649
chemo,Indica,0.01879374608578578
og-18,Hybrid,0.05492177089397205
charlie-sheen,Hybrid,0.005305398373894018
watermelon,Indica,0.08737491757733935
atmosphere,Hybrid,0.0004193554616910509
blue-dot,Sativa,0.0022264464314781453
the-black,Indica,0.022722444621628257
death-bubba,Indica,0.05505144001699493
sour-alien,Hybrid,0.007973271607152218
chem-valley-kush,Hybrid,0.005437826414428035
berry-og,Hybrid,0.015769972493592414
sublime,Sativa,0.0014180836007184222
platinum-wreck,Hybrid,0.002753399676103084
critical-plus,Hybrid,0.015016788013055197
sugar-kush,Indica,0.00861058155222217
sour-maui,Sativa,0.002963077406948609
sour-chunk,Hybrid,0.0002427847409790295
purple-star,Indica,0.005189523838426755
ghost-bubba,Hybrid,0.002102295143477505
pink-panther,Hybrid,0.011783336690016305
oregon-pineapple,Hybrid,0.0006952472128035844
goji-og,Hybrid,0.03921525350313551
crater-lake,Hybrid,0.002689944573347201
blowfish,Hybrid,0.001238753962495275
black-betty,Hybrid,0.004008707143665111
black-haze,Hybrid,0.0037714402377083327
wappa,Hybrid,0.02829821691161256
blues,Hybrid,0.003912145030775725
space-jill,Sativa,0.000609720769958699
haoma-mist,Hybrid,0.003401745291217538
purple-happy-rancher,Indica,0.0015367170536968115
strawberry-cheesecake,Indica,0.04520486341978861
wally-og,Hybrid,0.000485569481958059
moonshine-haze,Sativa,0.022681060858961374
blue-moon-rocks,Hybrid,0.014663646571631156
love-potion,Sativa,0.02643594759160296
love-potion-9,Indica,0.005710959248029443
purple-paralysis,Hybrid,0.0017905374647203425
superglue,Hybrid,0.1349441733041624
lavender-jones,Hybrid,0.031253017566027795
crypt,Hybrid,0.0019560725153878627
frankenstein,Indica,0.006066859606964611
crystal-gayle,Hybrid,0.00111184375698351
central-american,Sativa,0.0004966051520025604
south-american,Sativa,0.003261040498150146
carl-sagan,Hybrid,0.001989179525521366
south-indian,Sativa,0.002607177048013441
african,Sativa,0.009865889019784198
og-la-affie,Indica,0.003410022043750914
royal-chemdawg,Hybrid,0.0012111647873840222
pink-mango,Hybrid,0.004844659149536089
mickey-kush,Sativa,0.004599115491045933
mexican,Sativa,0.008111217482708485
9-pound-hammer,Indica,0.14254499104731266
green-dragon,Indica,0.0053881658992277785
zeus-og,Hybrid,0.00251337385263518
chocolate-thai,Sativa,0.02132919127850996
sour-pebbles,Sativa,0.007391140012304772
special-k,Hybrid,0.002052634628277249
mr-tusk,Hybrid,0.0022457588540560226
white-walrus,Hybrid,0.0
star-killer,Indica,0.033507053172617186
lemon-fire,Hybrid,0.001238753962495275
north-american,Indica,0.0032886296732613997
cambodian,Sativa,0.002527168440190807
sour-bubble,Indica,0.007951200267063216
raspberry-cough,Sativa,0.00713180176625899
bog-bubble,Hybrid,0.0033658793635729088
purple-thai,Sativa,0.011827479370194313
strawberry-satori,Sativa,0.0011670221072060164
purple-maui,Hybrid,0.0009325141187603633
jamaican,Sativa,0.013502142299447387
nepalese,Sativa,0.010814956643611312
swiss,Indica,0.0010263173141386245
tangerine,Hybrid,0.017538438618223753
ladyburn-1974,Hybrid,0.0002593382460457815
sfv-og-kush,Indica,0.04011741952927349
triangle-kush,Indica,0.07333754528073365
sour-willie,Sativa,0.002601659212991191
ash,Hybrid,0.004717748944024323
monster-cookies,Indica,0.06244809786432196
kc-33,Hybrid,0.0047149900265131975
eastern-european,Indica,0.0005131586570693123
california-sour,Hybrid,0.002367151224545537
dancehall,Hybrid,0.0131876257031791
la-nina,Sativa,0.00016829396817864543
ortega,Indica,0.003216897817972141
critical-skunk,Hybrid,0.0015477527237413127
south-asian,Indica,0.0008000860782263471
bubblegum-kush,Indica,0.032373138075544684
capers,Indica,0.00046349814186905634
sugar-punch,Hybrid,0.005956502906519598
hustler-kush,Hybrid,0.0005324710796471896
marleys-collie,Hybrid,0.0013491106629402888
lemon-daddy,Hybrid,0.0008304341708487258
biddy-early,Hybrid,0.0004083197916465496
jackalope,Sativa,0.0004828105644469336
blackberry-haze,Sativa,0.001671904011741953
hardcore-og,Indica,0.021309878855932086
xanadu,Sativa,0.0004248732967133016
strawberry-blue,Sativa,0.003843172092997592
rockbud,Indica,0.0031396481276606317
kurple-fantasy,Hybrid,0.00671796413959019
hawaiian-purple-kush,Indica,0.0048391413145138385
pineapple-skunk,Hybrid,0.01468295899420903
big-sur-holy-bud,Sativa,0.002135402153611009
early-pearl,Sativa,0.0012884144776955314
jock-horror,Sativa,0.0025906235429466896
purple-cheese,Hybrid,0.010276967728941872
drizella,Sativa,0.0002924452561792855
dream-police,Hybrid,0.0
star-berry,Indica,0.004748097036646701
critical-widow,Hybrid,0.005412996156827907
mango-haze,Sativa,0.04725473913055474
skunk-haze,Hybrid,0.006781419242346072
bubble-cheese,Indica,0.0016084489089860704
buddha-haze,Sativa,0.006698651717012313
irene-kush,Hybrid,0.011347427723258502
rene-mist,Hybrid,0.0
white-haze,Sativa,0.0028223726138812176
viper,Sativa,0.009890719277384323
tokyo-og,Hybrid,0.006613125274167428
kill-bill,Hybrid,0.0038955915257089728
california-grapefruit,Indica,0.0004221143792021762
tahoe-alien,Hybrid,0.012580663850731528
alien-rock-candy,Hybrid,0.03352084776017282
chronic,Hybrid,0.03800132979824036
montana-silvertip,Hybrid,0.005810280278429955
dragons-breath,Hybrid,0.017461188927912246
grand-doggy-purps,Indica,0.001989179525521366
blue-heron,Hybrid,0.0018070909697870945
haze-heaven,Hybrid,0.0009683800464049924
grimace,Indica,0.002116089731033132
garlic-bud,Indica,0.0368177541859676
nurse-jackie,Sativa,0.0030872286949492496
iced-widow,Indica,0.0011421918496058885
critical-47,Hybrid,0.0018953763301431052
white-elephant,Hybrid,0.0015753418988525662
purple-alien-og,Hybrid,0.008971999746179588
critical-sensi-star,Indica,0.0059040834738082176
rare-darkness,Indica,0.007876709494262831
white-lotus,Hybrid,0.0029603184894374844
white-siberian,Hybrid,0.0021629913287222625
k2,Hybrid,0.008549885366977412
petrolia-headstash,Indica,0.0072614708892818815
tutankhamon,Sativa,0.0389421206695341
tutti-frutti,Hybrid,0.01950278788614499
valentine-x,Hybrid,0.002540963027746433
blue-kush,Hybrid,0.009918308452495578
tangilope,Sativa,0.007611853413194799
think-different,Hybrid,0.002328526379389782
quantum-kush,Sativa,0.015510634247546631
ny-47,Hybrid,0.00023174907093452811
c4,Hybrid,0.008820259283067695
kali-dog,Hybrid,0.003517619826684802
gemstone,Hybrid,0.001252548550050902
dawgs-waltz,Hybrid,0.0018815817425874785
damnesia,Hybrid,0.0015394759712079368
yogi-diesel,Hybrid,0.001202888034850646
rug-burn-og,Hybrid,0.005250220023671513
sour-amnesia,Sativa,0.010252137471341743
a-dub,Hybrid,0.004800516469358082
blue-hash,Hybrid,0.004069403328909869
sour-jack,Sativa,0.02114158488775344
supernatural,Sativa,0.00098769246898287
marionberry-kush,Hybrid,0.007346997332126767
super-jack,Sativa,0.01887099577609729
the-cough,Sativa,0.0032775940032168977
red-diesel,Hybrid,0.006533116666344793
aurora-borealis,Indica,0.003200344312905389
cannalope-kush,Hybrid,0.007164908776392496
galactic-jack,Sativa,0.009849335514717443
starfighter,Hybrid,0.020678086745884384
conspiracy-kush,Indica,0.003967323380998231
starbud,Indica,0.0029299703968151056
gigabud,Indica,0.004069403328909869
silver-bubble,Hybrid,0.016603165581952264
industrial-plant,Hybrid,0.0014236014357406727
northernberry,Indica,0.009943138710095709
haole,Hybrid,0.0004386678842689282
tangelo-kush,Hybrid,0.0010980491694278832
lemon-bubble,Sativa,0.003048603849793495
key-lime-pie,Hybrid,0.07362999053691294
emerald-jack,Sativa,0.001729841279475585
jet-fuel,Hybrid,0.15673410380703026
money-maker,Indica,0.013700784360248413
emerald-og,Indica,0.006886258107768836
american-kush,Indica,0.0015036100435633073
purple-chemdawg,Indica,0.033344277039460794
caramelo,Sativa,0.004706713273979821
medusa,Hybrid,0.0043756431726447815
b-52,Indica,0.005123309818159747
white-romulan,Hybrid,0.001219441539917398
sour-candy,Hybrid,0.006643473366789806
la-kush,Hybrid,0.01842681005680611
purple-crack,Hybrid,0.009747255566805807
night-terror-og,Indica,0.01899514706409793
tickle-kush,Hybrid,0.0007090418003592111
chocolate-thunder,Sativa,0.0008469876759154778
chong-star,Hybrid,0.0009849335514717443
jack-47,Hybrid,0.006075136359497987
kalashnikova,Hybrid,0.00563646847522906
cookies-kush,Indica,0.1570431025682763
blue-monster,Indica,0.006042029349364484
colorado-bubba,Indica,0.0011973701998283953
blue-frost,Hybrid,0.01376699838051542
scooby-snack,Hybrid,0.02568276311106574
sonoma-coma,Sativa,0.003765922402686082
americano,Indica,0.0001876063907565228
soul-assassin-og,Hybrid,0.005371612394161027
atomic-goat,Hybrid,0.0011008080869390085
lucid-dream,Hybrid,0.011466061176236893
alpine-blue,Hybrid,0.0011973701998283953
critical-cheese,Hybrid,0.004152170854243629
white-diesel,Hybrid,0.015163010641144841
dirty-girl,Sativa,0.016150703110127708
lemonberry,Hybrid,0.01572582981341441
purple-rhino,Hybrid,0.00675934790225707
sensi-skunk,Indica,0.0028223726138812176
game-changer,Hybrid,0.011074294889657095
white-lavender,Hybrid,0.0019395190103211105
supermax-og,Hybrid,0.002458195502412673
white-nightmare,Sativa,0.0109225544265452
lost-coast-og,Hybrid,0.010632868087877041
monkey-paw,Hybrid,0.004657052758779564
blueberry-yum-yum,Hybrid,0.012285459677041116
crazy-miss-hyde,Hybrid,0.000601444017425323
thai-lights,Hybrid,0.002797542356281089
tigers-milk,Indica,0.017574304545868384
sugar-mama,Indica,0.0030927465299715
incredible-bulk,Indica,0.016680415272263775
ultra-sonja,Hybrid,0.0005159175745804377
jack-diesel,Sativa,0.003581074929440685
alpha-blue,Sativa,0.006331715688032644
deep-chunk,Indica,0.0032886296732613997
purple-monkey-balls,Indica,0.01605689991474945
super-lemon-og,Hybrid,0.005324710796471896
critical-hog,Indica,0.009838299844672944
chuckys-bride,Hybrid,0.00115322751965039
deep-cheese,Hybrid,0.0008028449957374723
super-sour-skunk,Hybrid,0.004116304926598999
sugar-black-rose,Indica,0.024628856621815864
red-poison,Hybrid,0.003647288949707693
redd-cross,Hybrid,0.0006428277800922031
spirit-of-76,Hybrid,0.000692488295292459
blue-knight,Indica,0.008045003462441476
toxic-punch,Hybrid,0.0012718609726287795
ms-universe,Hybrid,0.0019146887527209824
caramel-candy-kush,Hybrid,0.006508286408744665
elvis,Hybrid,0.0027478818410808336
blueberry-silvertip,Hybrid,0.0011421918496058885
blueberry-essence,Hybrid,0.0004883283994691843
mau-mau,Hybrid,0.0
krakatoa,Hybrid,0.0
maramota-10,Hybrid,0.0005821315948474457
1024,Sativa,0.009537577835960282
501st-og,Hybrid,0.00974449664929468
armagnac,Hybrid,0.0006455866976033284
burkle,Indica,0.01071011777818855
super-cheese,Indica,0.0036555657022410686
bubba-tom-hayes,Hybrid,0.000882853603560107
g13-widow,Hybrid,0.001103567004450134
head-trip,Hybrid,0.0009187195312047364
dank-schrader,Indica,0.0035865927644629352
dutch-treat-haze,Hybrid,0.004621186831134936
rockstar-kush,Indica,0.01416428250211747
beast-mode-og,Hybrid,0.002488543595035052
beast-mode-20,Indica,0.0008111217482708483
disney-blue,Hybrid,0.0013573874154736649
gucci-og,Hybrid,0.01573962440097004
orange-juice,Hybrid,0.01346627637180276
white-fire-43,Indica,0.014051166884161331
orange-cookies,Hybrid,0.1251803642322898
alien-sour-apple,Hybrid,0.0040500909063319905
dougs-varin,Sativa,0.005076408220470616
pineapple-purps,Sativa,0.0031368892101495053
og-ringo,Hybrid,0.0006042029349364482
green-goddess,Hybrid,0.005178488168382254
double-og,Indica,0.008748527427778437
yummy,Hybrid,0.0019615903504101133
pineapple-jack,Sativa,0.00680073166492395
kosher-tangie,Hybrid,0.02054841762286149
kilimanjaro,Sativa,0.002849961788992471
serious-6,Sativa,0.0035534857543294313
secret-recipe,Hybrid,0.003876279103131096
white-cheese,Hybrid,0.0039893947210872345
fortune-cookies,Hybrid,0.009904513864939951
bugatti-og,Hybrid,0.009021660261379846
ringos-gift,Hybrid,0.013899426421049438
stephen-hawking-kush,Indica,0.0063151621829658925
cabbage-patch,Hybrid,0.0010787367468500062
southern-lights,Sativa,0.00197538493796574
white-gold,Hybrid,0.03759576892410494
blissful-wizard,Hybrid,0.020631185148195254
vcdc,Hybrid,0.0009573443763604912
wellness-og,Hybrid,0.0018401979799205985
mango-tango,Hybrid,0.009465845980671024
lemon-bananas,Hybrid,0.0008276752533376005
madzilla,Indica,0.000493846234491435
russian-assassin,Indica,0.0030044611696154896
cinderellas-dream,Hybrid,0.0030127379221488657
violet-delight,Hybrid,0.006044788266875609
donegal,Hybrid,0.002551998697790934
bakerstreet,Indica,0.010472850872231772
golden-xtrx-co2-dabbables-h-139120,Hybrid,0.0
athabasca,Indica,0.00046625705938018163
13-dawgs,Hybrid,0.0063703405331883975
aberdeen,Hybrid,0.0005904083473808215
argyle,Indica,0.0034155398787731645
afghan-hawaiian,Indica,0.0006235153575143258
cbd-shark,Indica,0.00819674392555337
avi,Hybrid,0.00014622262808964274
balmoral,Hybrid,0.001837439062409473
afghani-cbd,Indica,0.002391981482145665
bedica,Indica,0.002168509163744513
jenni,Sativa,0.0
damn-sour,Sativa,0.000742148810492715
motavation,Indica,0.0008994071086268592
leonidas,Sativa,0.0004248732967133016
sunshine,Sativa,0.048943196647363435
bogart,Hybrid,0.0
super-bud,Indica,0.002941006066859607
nova,Indica,0.0061496271322983714
blue-cookies,Hybrid,0.2123483629962948
professor-chaos,Hybrid,0.004171483276821506
dr-funk,Indica,0.004599115491045933
pineapple-dog-shit,Hybrid,0.0011146026744946352
ice-queen,Hybrid,0.0027451229235697077
brand-x,Indica,0.006869704602702084
sour-urkle,Hybrid,0.0014373960232962994
paris-xxx,Indica,0.0010539064892498779
cheese-candy,Hybrid,0.002728569418502957
alien-reunion,Hybrid,0.0007697379856039684
swiss-gold,Sativa,0.00018208855573427209
blueberry-skunk,Indica,0.010613555665299165
birds-eye,Sativa,0.0005241943271138136
zeta-sage,Sativa,0.0006235153575143258
white-urkle,Hybrid,0.005520593939761795
hawaiian-cookies,Hybrid,0.0029768719945042358
black-84,Indica,0.0005986850999141976
mad-scientist,Indica,0.002659596480724823
thors-hammer,Sativa,0.004303911317355523
blueberry-lambsbread,Hybrid,0.002618212718057943
dream-lotus,Hybrid,0.011198446177657737
buffalo-bill,Sativa,0.0005352299971583148
silver-kush,Sativa,0.013369714258913371
arjans-ultra-haze-1,Sativa,0.0018208855573427212
bandana,Hybrid,0.0012580663850731528
juicy-jack,Hybrid,0.0032031032304165137
alpine-star,Indica,0.0025630343678354358
holy-ghost,Hybrid,0.0018815817425874785
milf,Hybrid,0.004723266779046572
sourlope,Sativa,0.0032362102405500176
the-grunk,Hybrid,0.00098769246898287
blue-kripple,Indica,0.001779501794675841
blue-blood,Indica,0.0012994501477400324
oregon-diesel,Indica,0.006861427850168708
the-one,Hybrid,0.004461169615489665
funfetti,Hybrid,0.006157903884831747
do-over-og,Hybrid,0.0
b4,Hybrid,0.0018484747324539745
afghan-sour-kush,Indica,0.0008856125210712324
cosmic-collision,Sativa,0.00480879322189146
orange-turbo,Hybrid,0.002234723184011521
turbo-mind-warp,Hybrid,0.00032555226631278953
heaven-scent,Hybrid,0.0023947403996567905
pineapple-purple-skunk,Hybrid,0.002002974113076993
x-tra-chz,Hybrid,0.0
sour-strawberry-diesel,Hybrid,0.0017160466919199585
cherry-diesel,Hybrid,0.03449750455911118
godfather-purple-kush,Indica,0.0010152816440941233
black-cherry-og,Indica,0.02293488126998491
medibud,Hybrid,0.0016801807642753287
green-lantern,Sativa,0.007247676301726255
pakistani-chitral-kush,Indica,0.012895180446999815
double-purple-doja,Indica,0.004830864561980461
royal-highness,Hybrid,0.024504705333815224
cluster-bomb,Hybrid,0.0018981352476542305
white-walker-kush,Hybrid,0.008541608614444036
whitewalker-og,Indica,0.0125668692631759
og-strawberry,Hybrid,0.004265286472199768
ogre-berry,Indica,0.00111184375698351
medihaze,Sativa,0.010947384684145328
griz-kush,Hybrid,0.002094018390944129
kush-cleaner,Hybrid,0.0013077269002734087
glad-max,Hybrid,0.0011863345297838939
everlast,Indica,0.0004083197916465496
twisted-citrus,Sativa,0.00490259641726972
lady-liberty,Hybrid,0.00035865927644629353
dutch-queen,Hybrid,0.0005076408220470617
black-russian,Indica,0.0068448743451019565
wet-dream,Sativa,0.011074294889657095
kong,Hybrid,0.007592540990616922
strawberry-lemonade,Sativa,0.027349149287785444
truth-serum,Hybrid,0.00189261741263198
crown-og,Indica,0.005131586570693123
og-tonic,Hybrid,0.00043315004924667763
cotton-purple-chem,Hybrid,0.00036693602897966947
the-sauce,Hybrid,0.009512747578360157
cascadia-kush,Indica,0.0008800946860489818
peppermint-cookies,Hybrid,0.002662355398235948
blue-dynamite,Indica,0.0017381180320089607
canna-tsu,Hybrid,0.01276827024148805
blue-magic,Sativa,0.00590132455629709
jacky-white,Sativa,0.005550942032384174
lashkar-gah,Indica,0.0004966051520025604
birthday-cake-kush,Hybrid,0.17255649573333404
cindy-white,Hybrid,0.0034348523013510413
nebula-ii-cbd,Hybrid,0.0011283972620502619
kuchi,Hybrid,0.001978143855476865
satellite-og,Indica,0.004469446368023043
pineapple-haze,Sativa,0.013408339104069128
blue-alien,Indica,0.006083413112031364
lamborghini,Hybrid,0.0037383332275748287
ray-charles,Indica,0.006433795635944282
blue-persuasion,Hybrid,0.0
tembo-kush,Hybrid,0.0
sour-poison,Sativa,0.0027947834387699643
bsc,Hybrid,0.006317921100477017
skywalker-alien,Hybrid,0.04622014506388274
valley-ghash,Hybrid,0.0009049249436491098
cherry-durban-poison,Hybrid,0.002411293904723543
the-sister,Indica,0.002207134008900268
mazar-kush,Indica,0.007015927230791728
lime-purple-mist,Indica,0.0005490245847139416
white-kryptonite,Indica,0.00040280195662429887
wreckage,Hybrid,0.0008718179335156057
north-american-sativa,Sativa,0.0015808597338748168
royal-haze,Sativa,0.003939734205886978
cbd-mango-haze,Sativa,0.0076670317634173046
bb-king,Indica,0.0028554796240147216
scotts-og,Hybrid,0.017921928152270176
tyson,Indica,0.013526972557047516
blue-wreck,Hybrid,0.0009490676238271152
sweet-pebbles,Hybrid,0.001180816694761643
the-sheriff,Hybrid,0.0
summertime-squeeze,Sativa,0.0008111217482708483
cerebro-haze,Sativa,0.00033658793635729087
dreamers-glass,Hybrid,0.00035865927644629353
booger,Hybrid,0.0021547145761888864
buddha-tahoe,Indica,0.0053688534766499025
maui-pineapple-chunk,Hybrid,0.002416811739745793
skunk-dawg,Sativa,0.002695462408369452
special-kush-1,Indica,0.0031562016327273826
js-famous-kush,Hybrid,0.0008221574183153497
sleestack,Sativa,0.0020305632881882467
sleeskunk,Sativa,0.0006593812851589549
sweet-berry,Hybrid,0.0032086210654387643
brooklyn-mango,Hybrid,0.0029299703968151056
maui-mango-diesel,Hybrid,0.002656837563213697
earthshaker-og,Hybrid,0.0007476666455149657
nice-cherry,Indica,0.0001738118032008961
flowers-for-algernon,Hybrid,0.0005297121621360643
dog-shit,Hybrid,0.01041491360449814
x-files,Hybrid,0.0003945252040909228
south-asian-sativa,Sativa,0.0005407478321805656
hippie-chicken,Sativa,0.002918934726770605
ny-cheese,Hybrid,0.0018484747324539745
cherry-skunk,Hybrid,0.0017684661246313395
sexxpot,Indica,0.0030430860147712445
maui-haole,Hybrid,0.0
fruity-chronic-juice,Indica,0.0041963135344216355
big-white,Indica,0.0003503825239129176
blue-velvet,Hybrid,0.002993425499570989
red-headed-stranger,Sativa,0.02532134491710832
face-off-og,Indica,0.044062671570182725
maui-bubble-gift,Hybrid,0.0014373960232962994
mother-of-berries,Indica,0.011413641743525509
eugene-cream,Hybrid,0.0001407047930673921
hawaiian-dream,Sativa,0.0036334943621520654
blue-afghani,Indica,0.0028692742115703483
gods-green-crack,Hybrid,0.025508951307864847
predator-pink,Hybrid,0.0029713541594819856
mega-jackpot,Hybrid,0.0016222434965416966
fruitylicious,Indica,0.0002041598958232748
orange-hill-special,Hybrid,0.003354843693528407
puna-budder,Hybrid,0.002648560810680321
sinai,Sativa,0.0007835325731595951
green-python,Indica,0.0010483886542276273
rollex-og-kush,Indica,0.023594262555143863
snow-lotus,Hybrid,0.0065827771815450496
snow-diesel,Hybrid,0.001531199218674561
black-bubba,Indica,0.00230645503930078
lake-of-fire,Hybrid,0.0046432581712239395
kobain-kush,Indica,0.0008221574183153497
loud-scout,Hybrid,0.0013463517454291635
lodi-dodi,Hybrid,0.017397733825156362
chemwreck,Hybrid,0.000518676492091563
gi-001,Hybrid,0.001671904011741953
edipure-peanut-butter-bites-168240,Edible,0.0
heisenberg-kush,Sativa,0.0024223295747680443
chocolate-fondue,Sativa,0.008955446241112837
ebola-7,Hybrid,0.004748097036646701
milky-way,Indica,0.0063813762032329
sin-city-kush,Indica,0.0037548867326415813
throwback-kush,Indica,0.0
sweet-deep-grapefruit,Indica,0.0016994931868532064
astroboy,Sativa,0.006290331925365764
pine-tar-kush,Indica,0.011849550710283312
one-to-one,Hybrid,0.004218384874510637
double-dutch,Hybrid,0.002276106946678401
jesus,Hybrid,0.0034376112188621672
jt15,Indica,0.0006980061303147098
dance-world,Sativa,0.003559003589351682
pearl-scout-cookies,Hybrid,0.002400258234679041
sweet-and-sour-widow,Indica,0.010591484325210159
chemdawg-sour-diesel,Hybrid,0.010906000921478448
kens-kush,Hybrid,0.0030265325097044928
nightfire-og,Sativa,0.002700980243391703
jenny-kush,Hybrid,0.02010699082108144
ultraviolet-og,Indica,0.0034127809612620394
sin-valley-og,Hybrid,0.0030265325097044928
jimi-hendrix,Hybrid,0.0017767428771647156
papas-og,Indica,0.006028234761808857
rudeboi-og,Hybrid,0.0234563166795876
honey-bananas,Hybrid,0.013526972557047516
la-chocolat,Hybrid,0.009614827526271793
